date_scraped,url,lat,lon,address,city,state,zip,price,beds,baths,half_baths,sq_ft,sqft_lot,acres_lot,status,price_sq_ft,on_realtor,type,built,style,description
03/31/2019,https://www.realtor.com/realestateandhomes-detail/10321-Lynford-Dr_Dallas_TX_75238_M70918-01644,32.867629,-96.708599,10321 Lynford Dr,Dallas,TX,75238.0,874499.0,5.0,4.0,1.0,4069.0,7579.0,,Active,215,365 days,Single Family Home,2018.0,,"Your Dream home is waiting for you! Beautiful Modern Farmhouse new build with high-end finishes throughout. Zoned for the highly desirable Lake Highlands Elementary in RISD. Solid .75 inch hand-scraped oak floors throughout the downstairs living areas and master bedroom, Bosch Appliance package in the kitchen with a double oven and 36 inch gas range. 10' ceilings and 8' doors downstairs. Living and kitchen having high vaulted ceilings with wood beam accents. Huge his and her master closet with direct access to the laundry room. Upstairs includes game room and a huge flex room or media room. This house is everything you can dream of and more!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5569-Wenonah-Dr_Dallas_TX_75209_M74949-28346?ex=TX632345963,32.841997,-96.814823,5569 Wenonah Dr,Dallas,TX,75209.0,899000.0,3.0,2.0,1.0,3438.0,,0.46,Active,261,345 days,Single Family Home,1973.0,Traditional,"Seller is motivated and will consider all offers! Build or remodel on this .46 acre corner lot in Greenway Parks, priced at lot value. The survey is available on request. The existing home has 8 ft. ceilings up and down. The kitchen, as part of the original floorplan, opens to the large living room with fireplace, and a wall of windows and french doors opening to the heavy treed backyard. The home is occupied, so do not walk the lot without an appointment. Contact agent for appointment."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3251-Cambrick-St-Apt-14_Dallas_TX_75204_M76017-63840,32.812526,-96.795731,3251 Cambrick St Apt 14,Dallas,TX,75204.0,,3.0,3.0,,2182.0,,0.62,Sold,No Info,,Condo/Townhome/Row Home/Co-Op,1999.0,,", - Don't miss the high-end updates in this spacious home with 2 car garage. Location offers short stroll to West Village, Cole Park and the new Katy Trail Cambrick Plaza.Priced to sell with high-end updates: hand scraped hardwoods, designer carpet in master, frame-less glass showers, marble in all bathrooms, soaking tub in master, new fixtures, programmable light switch dimmers, new concealed speaker system with optional Sonos individual room control. Finish-out quality rivals new construction in area. Master has dual walk-in closets. Oversized quest with en-suite offers privacy for guests. Gas furnace & appliances for greater efficiency. HOA includes insurance, water, trash, gas, common area&roof maintenance."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/21-Robledo-Dr_Dallas_TX_75230_M84364-94020,32.907027,-96.79965200000001,21 Robledo Dr,Dallas,TX,75230.0,2995000.0,6.0,5.0,3.0,10263.0,,1.12,Active,292,425 days,Single Family Home,1993.0,Traditional,"Motivated Seller! Elegant estate on 1.12 acres in Los Arboles guarded community overlooking multiple private lakes. Sophisticated home offers a great floor plan w large rooms ideal for both family living & entertaining. 1st floor master suite feats. spa-like bath w his & her closets, dual vanities, indoor lap pool, sauna & hot tub. Downstairs guest suite, large den with wet bar, multiple living & dining spaces, gourmet kitchen & breakfast rm. 2nd flr feats. game rm, kitchenette, gym & multiple bedrms with terrace overlooking private backyard. Property was built w fine craftsmanship. Storybook outdoor living includes pool house, gazebo w fireplace overlooking multiple private lakes with water feature & koi pond."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/16503-Loch-Maree-Ln_Dallas_TX_75248_M80251-58142,32.980406,-96.774552,16503 Loch Maree Ln,Dallas,TX,75248.0,,4.0,4.0,,3010.0,,0.31,Sold,No Info,,Single Family Home,1977.0,,", - LAST CHANCE to get this home before Owners take it off and renovate then re-list at a higher price.  If interested come see it now before it's too late to make the changes you want. Welcome home to this beautiful home on a treed corner lot overlooking lake with lots of windows allowing natural light in every room.  Plantation shutters throughout the home, hardwood floors, large wet bar area opening to both living areas allowing for ample space for entertaining guests.  The spacious patio recently added the covered pergola leading out to a gorgeous large pool area.  Located in a fantastic neighborhood centrally located to expanding areas with easy access to major roads."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6823-Mimosa-Ln_Dallas_TX_75230_M85056-26715,32.883495,-96.78752800000001,6823 Mimosa Ln,Dallas,TX,75230.0,1499000.0,5.0,5.0,1.0,5559.0,,0.26,Active,270,407 days,Single Family Home,2008.0,Traditional,"This home has it all, 5 bedrooms, 5 full baths, and one half bath, study, office, 3 car garage, media room with kitchenette, extra large playroom, lovely screened in porch with dining area, seating area and fireplace. The enormous master suite is downstairs with his and her vanities and over-sized closet, a chef's kitchen with large island with breakfast space for a large table. Off of the formal dining room is a wine room for your finest bottles. An exceptional property built in 2008 with no detail overlooked."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4815-Saint-Johns-Dr_Dallas_TX_75205_M86568-92844?ex=TX629840063,32.830249,-96.79442,4815 Saint Johns Dr,Highland Park,TX,75205.0,3500000.0,6.0,5.0,2.0,6421.0,,0.57,Active,545,400 days,Single Family Home,1982.0,,"Traditional brick tudor, half acre property offers a fabulous opportunity to live on one of Highland Park's most coveted streets. The home features great bones and generous proportions with a wonderful layout to suit the most discriminating buyer. Walk to schools, parks, town hall, library, pool and tennis courts. Lot available next door."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/9906-Harwell-Dr_Dallas_TX_75220_M81522-02815,32.875774,-96.866152,9906 Harwell Dr,Dallas,TX,75220.0,372400.0,4.0,3.0,,2119.0,,0.25,Off Market,171,,Single Family Home,1956.0,,", -
                      HUGE $60K PRICE REDUCTION, VERY MOTIVATED SELLER! BRING OFFERS! Gorgeous remodeled 4 bed, 2.5 baths, 2 car garage. Quarter acre lot! Beautiful engineered hardwoods throughout first floor. Custom wood work with brick around fire place, open floor plan with incredibly tall ceilings in living area. White modern Quartz counter tops in kitchen with flat glass cook top, stainless steel double ovens, dishwasher & microwave. Upstairs can used as a game room, media room or home office. Every bath has been redone! Double sink in master bath with shower & walk in closet. Tons of windows, lots of natural light! Private fenced in backyard & large covered patio. Close to highways, Airports (DFW & Love Field) & Bachman Lake."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2200-Victory-Ave-Apt-2003_Dallas_TX_75219_M82480-09456?ex=TX637597667,32.808079,-96.815346,2200 Victory Ave Apt 2003,Dallas,TX,75219.0,475000.0,,1.0,1.0,1056.0,,1.23,Pending,450,198 days,Condo/Townhome/Row Home/Co-Op,2007.0,"Contemporary,Modern","The House, a Phillipe Starck designed high-rise in Victory Park. 20th floor residence with floor-to-ceiling windows and drop dead views of the Downtown Dallas Skyline. European kitchen features Statuary white marble counters and backsplash, Sub-Zero, Wolf and Asko appliances. White marble bath with double vanity, extra-large soaking tub and enormous shower. White oak hardwood floors, museum finish walls & contemporary lighting. An expansive 259 square foot balcony.TWO PREMIUM PARKING SPACES. Stellar amenities include the pool terrace with 130 foot infinity pool, owners lounge, guest suite, gym. Services include concierge, valet, 24-hour security. Furnished images of a different property of the same floor plan."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4040-N-Hall-St-Apt-109_Dallas_TX_75219_M72842-88399,32.812985999999995,-96.810549,4040 N Hall St Apt 109,Dallas,TX,75219.0,300000.0,2.0,2.0,,1431.0,,0.86,Pending,210,220 days,Condo/Townhome/Row Home/Co-Op,2006.0,"Contemporary,Modern","Beautiful 2-2 Split bedroom modern Condo has been well cared for. This home has nice Flex space that is being used as a dining room, but could be used as a study, play, workout or even a T.V. roomWith Granite counter, Light Bamboo Hardwoods, Stainless appliances and it's open concept it is sure to make you love coming home. The Balcony and tree lined sidewalk will be great place to enjoy and relax. Two Reserved Parking Spaces and Elevator and Low Maintenance home, only a block or two away from dining, entertainment and shopping"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1434-Stubbs-Dr_Dallas_TX_75253_M73782-31619,,,1434 Stubbs Dr,Dallas,TX,75253.0,224900.0,4.0,2.0,1.0,2072.0,5489.0,,Pending,109,191 days,Single Family Home,2018.0,Traditional,"New! This lovely 4 bedroom home features a large family room with lots of light. The fully equipped kitchen showcases new, energy-efficient kitchen appliances (including refrigerator), custom kitchen cabinets, and stunning curb-side appeal. The spacious master suite features a large walk-in closet, garden tub and separate walk-in shower. This home is a must see!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5906-Lindell-Ave-101_Dallas_TX_75206_M89684-00354,32.808665000000005,-96.766532,5906 Lindell Ave Unit 101,Dallas,TX,75206.0,,2.0,2.0,1.0,1662.0,,,Sold,No Info,,Condo/Townhome/Row Home/Co-Op,2019.0,,", - completion april 2019__photos from similar unit__ all no caparet, bosch stainless steel appliances, 26' x 10' private yard with crushed granite which is great for pets __ 11' tall ceilings on 2nd floor with a living room large enough to fit an oversized sectional with room to walk around __ kitchen cabinets go to the 11' ceiling __ high end soft close on all cabinets __ massive windows and 14' ceilings in your large master suite __ a master bathroom two people can use at the same time __ 26' x 10' private yard"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2700-E-Kiest-Blvd_Dallas_TX_75216_M83450-44527,32.724561,-96.779526,2700 E Kiest Blvd,Dallas,TX,75216.0,250000.0,,,,,,3.05,Active,,132 days,Land,,,"3.048 acre lot is ready to be developed! Currently zoned Commercial Multi Family 2-A, easy access to highways, close to Downtown Dallas. Only $1.88 per Square Foot."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1022-Forest-Grove-Dr_Dallas_TX_75218_M80641-16980,32.845795,-96.69639699999999,1022 Forest Grove Dr,Dallas,TX,75218.0,1150000.0,5.0,5.0,2.0,6927.0,,0.34,Active,166,277 days,Single Family Home,2006.0,Traditional,"Don't miss this opportunity to live like a king and queen in this had crafted custom home. This pristine two-story home features 5 BD, 5BA and two half baths. Amenities inc: an exercise room, two bonus rooms, one laundry area and an additional kitchenette upstairs. Maple hardwoods run throughout the house. Chef's kitchen features an extra large exotic granite island, stainless steel appliances, and DCS gas cooktop. One of a kind master suite with marble countertops, upgraded faucets and spa-like amenities to inc washer drier hookup in walk in closet. Enjoy your backyard oasis as you soak in the salt water pool and spa. Balconies and porches perch off the living areas overlooking the backyard retreat."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1215-Stafford-St_Dallas_TX_75208_M89686-32787?ex=TX641473211,32.770971,-96.840938,1215 W Stafford St Lot 2,Dallas,TX,75208.0,230000.0,,,,,,0.34,Active Option Contract,,68 days,Land,1919.0,,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4616-W-Lovers-Ln-Apt-118_Dallas_TX_75209_M72726-07008,32.846985,-96.825386,4616 W Lovers Ln Apt 118,Dallas,TX,75209.0,,2.0,2.0,,985.0,,2.69,Sold,No Info,,Condo/Townhome/Row Home/Co-Op,1960.0,,", - Well done 2 bedroom in a great location! Previously renovated including hardwood floors, appliances, cabinets, bathrooms and modern fixtures, along with electrical and plumbing. Freshly painted and new carpet. Covered parking and gated access. This unit is light and bright. Laundry in unit, full-sized washer dryer stackable included. Parking A25 is covered. A35 is uncovered"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/11-Leigh-Ann-Dr_Dallas_TX_75232_M86674-78449,32.650273,-96.829329,11 Leigh Ann Dr,Dallas,TX,75232.0,43000.0,,,,,8494.0,,Active,,133 days,Land,,,"Come and SEE this Residential Lot! Ready for builders, neighbors who want to built on it. Lot back to creek, but NOT a flood plain."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/14-Navy-Ave_Dallas_TX_75211_M71875-64018,32.742563,-96.92426400000001,14 Navy Ave,Dallas,TX,75211.0,,,0.0,,,,0.49,Sold,No Info,,Land,,,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3216-Canada-Dr_Dallas_TX_75212_M89685-65072,32.792209,-96.872653,3216 Canada Dr Lot 18,Dallas,TX,75212.0,,,0.0,,,,0.3,Sold,No Info,,Land,,,", - Great Residential property on Canada Drive, near Trinity Groves. Area of development, with a mix of commercial and residential zoning. Just North of the property is the City of Dallas hiking and biking trail."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2732-Daniel-Ave_Dallas_TX_75205_M83231-30321,32.847027000000004,-96.774857,2732 Daniel Ave,University Park,TX,75205.0,,5.0,4.0,,4674.0,,0.27,Sold,No Info,,Single Family Home,1992.0,,", - Fantastic opportunity for a classic University Park home on a deep 56 x 211 lot, waiting for you to add your own personal design. New HWH May 2018- New Upstairs AC 2014. Located in Armstrong Elementary, this five bedroom home has four beds up and one down. Great mix of formal spaces and open concept with formal living and dining. Abundance of natural light in kitchen opens to additional dining, full bar, and den with views of the backyard. Upstairs has a playroom, large laundry room, and craft closet. Wet bar area outside of the large light filled master bedroom with fp, large closet, and jetted tub, Adjacent to the master is a bonus room. Covered balcony off the master overlooks the gorgeous pool and backyard."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3225-Turtle-Creek-Blvd-Apt-301_Dallas_TX_75219_M87050-61810,32.808079,-96.815346,3225 Turtle Creek Blvd Apt 301,Dallas,TX,75219.0,,2.0,2.0,,1126.0,,3.54,Sold,No Info,,Condo/Townhome/Row Home/Co-Op,1998.0,,", - Now's your Chance! Buyer transferred by employer unexpected. Renaissance on Turtle Creek, 301 is a corner unit in Bldg. A, with 2 balconies. Private tree lined balcony facing Turtle Creek Blvd. Call for valet service before heading out for the day with a quick call or use the convenience of the assigned parking space on the same level, no need for elevator. Custom drapes in both bedrooms, California closet in the master. HW floors, granite counter tops, nest thermostats, SS appl, 10ft ceilings, 2 lrg storage closets off balcony, plantation shutters, walkin closets, stone and granite showers. 1 assigned parking spot, one unassigned, 2 Pools, cabanas, grills, valet, 2 gyms, 2 dry saunas, 24 hr security, and more."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1315-Claude-St_Dallas_TX_75203_M82563-54307,32.740404,-96.80484799999999,1315 Claude St Lot 30,Dallas,TX,75203.0,49900.0,,,,,7527.0,,Active,,16 days,Land,1920.0,,Great residential lot located 15 minutes from Downtown Dallas near area where the City of Dallas is building the Oak Cliff Deck Park over I-35.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/11039-Wyatt-St_Dallas_TX_75218_M89937-64553,32.85133,-96.68851,11039 Wyatt St,Dallas,TX,75218.0,205000.0,3.0,2.0,,1077.0,9191.0,,Active,190,246 days,Single Family Home,1959.0,Ranch,"Fully renovated half duplex in quiet LOCHWOOD neighborhood. The list of renovations include: foundation work done in 2017. All new and recently replaced in 2017: windows, roof, kitchen cabinets and granite countertop, stainless steel appliances, plumbing, electrical wiring. ALL new bathrooms, laminate floors, new doors, light fixtures, ceiling fans, AC ducts. Fresh paint in a warm color palette. 2-car garage. Great opportunity to own one side and rent the other side. Both sides for sale by same seller. Other half-duplex is 1, 142 sq ft. and it has the same finishings with a different layout. Perfect as an investment property. Seller is motivated."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6503-Sondra-Dr_Dallas_TX_75214_M84173-17285,32.826843,-96.74981,6503 Sondra Dr,Dallas,TX,75214.0,,5.0,5.0,,4422.0,7819.0,,Sold,No Info,,Single Family Home,2013.0,,", - Don't miss this chic, recently updated 5 year old transitional Lakewood home with 5 beds, 5 baths. Located 2 blocks from the acclaimed Lakewood Elementary, this home has just finished an interior makeover with refinished hardwood floors, full paint, lighting, fireplace, and master shower. Chef's kitchen with Wolf appliances and butler's pantry. Master bedroom downstairs with pool view. The professionally designed exterior landscape provides privacy for the high-end custom pool. Fireplace and open floor plan allow for entertainment and flexibility. The perfect location on one of Lakewood's most sought after streets!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/9999-Haymarket-Rd_Dallas_TX_75253_M86944-97513,32.664884,-96.6429,9999 Haymarket Rd,Dallas,TX,75253.0,99900.0,,,,,,2.09,Pending,,102 days,Land,,,Rare opportunity to own over 2 acres of land within 15 miles of downtown Dallas. Located in close proximity to major highways.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/7827-Verona-Pl_Dallas_TX_75231_M71097-50466,32.888138,-96.76259499999999,7827 Verona Pl,Dallas,TX,75231.0,549500.0,3.0,3.0,1.0,2355.0,2178.0,,Pending,233,228 days,Single Family Home,2018.0,"Contemporary,Modern",Rare oversized lot featuring front gated courtyard connecting to side area. This home will not last!
03/31/2019,https://www.realtor.com/realestateandhomes-detail/21-Kennington-Ct_Dallas_TX_75248_M89546-20731,32.969136,-96.814581,21 Kennington Ct,Dallas,TX,75248.0,1113700.0,3.0,3.0,1.0,4651.0,9696.0,,Off Market,239,,Single Family Home,2004.0,,", -
                      Beautifully maintained and pristine Hawkins-Welwood garden home located on private cul-se-sac in sought after gated community! Off the foyer are the elegant dining rm and handsome library with walls of shelving. Kitchen opens to den and features side by side KitchenAid elec ranges, island, granite, and stainless appl (also plumbed for gas). A wood beamed ceiling, cast stone FP, and wall of windows in the large family room. Luxurious master suite is enormous with separate sitting area, spa-like bath, and 2 large WIC's! Second master plus game rm, media, or large second office upstairs! Downstairs guest suite. Fantastic climate controlled sunroom. 40 solar panel units! Lush landscaping and putting green!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6408-Everglade-Rd_Dallas_TX_75227_M83082-61913,32.786721,-96.692773,6408 Everglade Rd,Dallas,TX,75227.0,270000.0,4.0,2.0,1.0,2578.0,8015.0,,Pending,105,202 days,Single Family Home,1999.0,,"Beautiful home with two living areas, dinning area, and nook area. Two beautiful custom made pillars which leads into the kitchen and additional formal living area. Kitchen has brand new quartz countertops and stainless steel sink, and oven. Large master bedroom and bathroom, which includes hot tub with jets, stand- up shower, has two walk in closets (his and her), and double sink. There is 3 separate entries to access the home. Hand crafted balcony covers the patio with a fenced backyard and 2 car garage. Home is located close to Downtown, Parks, Restaurants, and Shopping Centers! Located near White Rock area, Dallas Arboretum, and Fair Park."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4620-E-Side-Ave_Dallas_TX_75226_M82475-39245,32.792083,-96.764351,4620 E Side Ave,Dallas,TX,75226.0,489000.0,4.0,4.0,,,7928.0,,Active Option Contract,No Info,220 days,Multi-Family Home,1946.0,,"Easy access to Santa Fe Trail, this building offers a unique opportunity in the historic Old East Dallas! Handyman, make ready, sold as-is! This property needs to be remodeled cosmetically and is structurally solid (no evidence of problems with roof, foundation, electrical etc) and holds 4 units with similar proportions all with 930+ sq ft individually metered per owner. The property is currently owner occupied, no tenants and we don't have expenses because current owner has not rented it in the time he's owned it.We're ready to sell, bring your offers and your contractors!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/7743-Brownsville-Ave_Dallas_TX_75216_M75815-39288,32.716488,-96.749887,7743 Brownsville Ave,Dallas,TX,75216.0,,3.0,2.0,,1262.0,7501.0,,Sold,No Info,,Single Family Home,2018.0,,", - Brand new build with 3 bedrooms, 2 baths, 1 car garage with all new appliances including refrigerator. Perfect for First Time Home Buyers. Pictures will be uploaded by Sunday, September 9. Carpet throughout and ceramic tile in wet areas. Still under construction."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3536-Granada-Ave_Dallas_TX_75205_M86543-86702,32.842046999999994,-96.790962,3536 Granada Ave,University Park,TX,75205.0,1099000.0,4.0,3.0,1.0,4049.0,4835.0,,Pending,271,227 days,Single Family Home,2001.0,Traditional,"Fabulous 2 story single family attached home built by Lafitte Custom Homes.  his traditional, yet savvy,  home features a large temperature controlled wine cellar, wood beams in the open den and master, as well as 4 fireplaces.  The open kitchen boasts two Bosch dishwashers, a Viking range, large island with secondary sink and slate floors.  The outdoor living area is made for entertaining with the builtin kitchen and fireplace.  Master suite has two walk in closets and a separate workout or office space. Three 3 ton Trane XR17 2 stage units installed in March, 2017.  Upgraded web access doorbell, wine cellar AC replaced in August, 2016. Carpet in master replaced Aug, 2018 (there are hardwoods under the carpet)"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4626-Belmont-Ave_Dallas_TX_75204_M77864-30772,32.80996,-96.785775,4626 Belmont Ave,Dallas,TX,75204.0,630000.0,3.0,2.0,1.0,2633.0,,0.24,Active,239,156 days,Single Family Home,2018.0,"Contemporary,Modern","New Contemporary home, minutes from Downtown. Modern styling throughout, with striking curved staircase at the Entry. Custom finishes throughout create the Contemporary, Elegant look you want. Wood flooring and bright spaces soften the clean lines of the Modern architecture and unique fixtures. A waterfall Island connects the Gourmet Kitchen to the Living Room with its open layout, making it easy to entertain guests while grilling on the covered Patio. Or relax on the Balcony off the Master."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2519-Vintage-Pl_Farmers-Branch_TX_75234_M74118-85761,32.925197999999995,-96.894932,2519 Vintage Place Cir,Farmers Branch,TX,75234.0,335950.0,3.0,3.0,1.0,1936.0,436.0,,Pending,174,228 days,Condo/Townhome/Row Home/Co-Op,2018.0,"Contemporary,Modern","Urban Town Home development, conveniently located at 35 & LBJ, in planned development. Uptown style with an open floorplan, 10 foot island, hardwood floors, quartz countertops, stainless steel appliances and 2 balconies. Convenient location near I-35 & LBJ, one block from Dart Rail for easy downtown commute, within walking distance of Farmers Market, several parks, and retail-restaurant planned development. Short trip to Addison Night Life, Brookhaven Country Club & DFW Airport. New construction ready Dec. 2018 to Jan. 2019"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6907-Royal-Ln_Dallas_TX_75230_M84617-70999?ex=TX639313239,32.895178,-96.78751199999999,6907 Royal Ln Lot 26,Dallas,TX,75230.0,570000.0,,,,,,0.4,Active,,144 days,Land,1956.0,,"CORNER LOT! Home could be remodeled or torn down. Very good bones. Value is in the land., almost half an acre near Preston Hollow area."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3426-Bogata-Blvd_Dallas_TX_75220_M77186-53469,32.874874,-96.863401,3426 Bogata Blvd Lot 5,Dallas,TX,75220.0,190000.0,,,,,8625.0,,Active,,88 days,Land,1953.0,,"BUILDERS & INVESTORS - Up and coming area by all the new Midway Hollow new builds. This area is in the redeveloping area of Dallas. Large vacant lot 68x138 in Brownwood Park Subdivision ready for your client's new visionary concept. No need to tear an old house down except for one tree. This lot is ready to be built! Survey is available. Buyer to verify all info including schools, taxes, and dimensions."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/708-W-10th-St_Dallas_TX_75208_M89115-59552,32.74485,-96.834456,708 W 10th St Lot 13,Dallas,TX,75208.0,299990.0,,,,,6360.0,,Active,,141 days,Land,1945.0,,"Rare vacant lot in Bishop Arts proper in Subdistrict 3, zoned multifamily residential with 100% lot coverage and max 50 foot height build out. Surrounded by multi-million dollar high density developments by Alamo Manhattan, Crescent Communities and Exxir to name a few. Don't miss this incredible development site!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/8738-Canyon-Dr_Dallas_TX_75209_M78235-24906?ex=TX639305267,32.859038,-96.835177,8738 Canyon Dr,Dallas,TX,75209.0,2395000.0,,,,,,0.84,Active,,144 days,Land,1950.0,,"PROPERTY SOLD FOR LOT. Envision the possibilities of building your own exclusive residence on this .83 acre hilltop site in Bluffview Estates. Rare opportunity to acquire a secluded, heavily wooded property with approx.6 acres of buildable zone. Private oasis in one of the most intriguing, picturesque neighborhoods of Dallas. Close to schools, airports, restaurants, shopping and Downtown Dallas, TX. COMBINE ADJACENT 8740 Canyon Drive; 1.32 acre site totaling 2.15 acres."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5255-Lantern-Ln_Dallas_TX_75236_M86172-82480,32.682451,-96.91873299999999,5255 Lantern Ln Lot 38,Dallas,TX,75236.0,,,0.0,,,,0.51,Sold,No Info,,Land,,,", - Beautiful, heavily treed, half-acre lot in Duncanville ISD! Go see it today!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4910-Live-Oak-St-9_Dallas_TX_75206_M70061-35035,32.802982,-96.771785,4910 Live Oak St Unit 9,Dallas,TX,75206.0,375000.0,2.0,2.0,1.0,1576.0,7405.0,,Active,238,288 days,Condo/Townhome/Row Home/Co-Op,2018.0,"Contemporary,Modern","Now VA Approved -Modern living in E. Dallas at METRO AT LIVE OAK! BRAND NEW 3 level Townhome style Condos READY TO SELL & MOVE IN this NEW GATED COMMUNITY backing up to Historic Swiss Ave & tree lined street. Home has 2BR, 2.5baths, 2car garage, STUDY & Lg balcony off living. Upgraded finishes, open concept, LG Kitchen w tons of storage, SS appliances w wine fridge, side by side Fridge & gas stove. 3cm quartz or granite in any home, wood cabs in white, gray, wood stain! Hardwoods in red or white oak. 1975sf Build Plan or 1543sf AC. Pics show multi finishes. Close to Downtown, Henderson, Lakewood, Greenville & Uptown. Also available are Larger 4 level homes w RoofTop Deck & has BOTH a Study & Bonus room at $415k"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4433-S-Versailles-Ave_Dallas_TX_75205_M82278-36199,32.830339,-96.811741,4433 S Versailles Ave Lot 2,Highland Park,TX,75205.0,,,0.0,,,,0.3,Sold,No Info,,Land,1932.0,,", - Fabulous vacant lot in Highland Park with Park Views. Lot size is 97 x 134. Gorgeous views of Versailles Park."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5635-Yolanda-Cir_Dallas_TX_75229_M70757-07831,32.888423,-96.810664,5635 Yolanda Cir,Dallas,TX,75229.0,3699500.0,4.0,5.0,2.0,9918.0,,1.38,Active,373,451 days,Single Family Home,2011.0,Ranch,"Custom-built Hill Country estate nestled on 1.37 acres in a park-like setting features four bedrooms, all situated on the first floor with en-suite baths, spacious living room with picturesque windows & gas fireplace, gourmet eat-in kitchen outfitted with Wolf and Miele appliances, formal & casual dining spaces, plus secure vault room. Commercial-grade elevator ascends to second floor 840sf game room and 1,800sf flex space. Entertain in the outdoor kitchen or on the veranda, both with retractable solar shades. Meticulously landscaped grounds; backyard hosts koi pond, fire pit, and backs up to creek with waterfall features."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/10738-Bridge-Hollow-Ct_Dallas_TX_75229_M89020-63125,32.894203999999995,-96.820824,10738 Bridge Hollow Ct Lot 14,Dallas,TX,75229.0,1950000.0,,,,,,1.11,Active,,142 days,Land,,,Exceptional 1 acre lot located in the Creeks of Preston Hollow. Plans for a 9500 sq ft single story home are included.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2122-S-Vernon-Ave_Dallas_TX_75224_M88482-30898,32.724639,-96.836395,2122 S Vernon Ave,Dallas,TX,75224.0,350000.0,5.0,4.0,1.0,4471.0,,0.29,Active,78,496 days,Single Family Home,1958.0,Traditional,"Super unique home with indoor pool. Home features large bedrooms and some have private baths. Indoor heated pool has attached spa and shower bath. Large kitchen with tile countertops, electric range, under counter lighting and pantry. Upstairs has extra large media or game room. This is a beautiful home that is very private with electric front gate for driveway that will be open daily from 8 to 6. If before or after those hours, call listing agent for access. The backyard is gorgeous with beautiful plants, gazebo and storage building. A must see home."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4400-Belfort-Ave_Dallas_TX_75205_M83195-47684,32.826142,-96.80959,4400 Belfort Ave,Highland Park,TX,75205.0,10500000.0,5.0,5.0,2.0,7343.0,,1.0,Active,1430,496 days,Single Family Home,1937.0,"Colonial,Traditional","One of the most beautiful Georgian estates in Highland Park. This stately home sits on just under an acre. Perfect for entertaining and family living. Formals, library, sunroom,gourmet kitchen,2 butlers pantries,3rdfl. complete with lg. off season closet,family room,bedroom and bath. Lovely grounds with terrace,outdoor living area includes a grilling area & FP. Pool,guest house & yard complete this outstanding property."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/Dallas_TX_75254_M72619-42896,32.944408,-96.772403,Dallas,TX 75254,,,595000.0,5.0,4.0,,4537.0,,0.44,Active,131,288 days,Single Family Home,1977.0,Traditional,"GREAT OPPORTUNITY TO CUSTOMIZE THIS over 4500 sq ft HOME ! PLEASE SEND US YOUR OFFERS.Property is situated in an almost half an acre cul de sac lot. Located in a very established, sought after Northwood Hills Subd. It's among the largest house in the subd. Master and secondary bedroom have access to the pool area. Walk-in cedar closet on the 2nd floor. Bedrooms have walk-in closets, built-in desks and shelves. Master bath features a sauna. The backyard with a pool is perfect for relaxation and entertaining guests. Pecan trees give pecans in the fall, and Magnolia trees bloom big blossoms in the spring."
